gpu_type,coolant_type,coolant_key,time,gpu_power,z,initial_temperature,coolant_density,temperature,source_file
2060s,2100A,Novec_2100A,11.439,87.0,0.0,87.3,1601.0,84.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.526,118.9,0.0,87.3,1601.0,90.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.744,56.9,0.0,87.3,1601.0,85.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.211,106.6,0.0,86.7,1601.0,89.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.52,45.4,0.0,86.7,1601.0,84.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.645,106.9,0.0,86.7,1601.0,88.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.744,71.2,0.0,86.7,1601.0,86.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.84,88.0,0.0,86.7,1601.0,89.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.088,52.1,0.0,86.7,1601.0,84.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.24,70.0,0.0,86.7,1601.0,89.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.352,93.1,0.0,86.7,1601.0,89.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.43,87.4,0.0,86.7,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.546,93.8,0.0,86.7,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.63,90.5,0.0,86.7,1601.0,88.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.836,97.9,0.0,86.7,1601.0,91.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.37,98.0,0.0,87.8,1601.0,91.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.558,71.5,0.0,87.8,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.656,91.1,0.0,87.8,1601.0,90.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.09,66.2,0.0,87.8,1601.0,85.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.438,93.2,0.0,87.8,1601.0,89.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.845,66.0,0.0,87.8,1601.0,87.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.175,118.2,0.0,87.8,1601.0,89.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.607,116.6,0.0,87.8,1601.0,84.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.706,82.3,0.0,87.8,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.817,80.4,0.0,87.8,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.12,76.4,0.0,86.7,1601.0,86.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.205,73.5,0.0,86.7,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.322,79.9,0.0,86.7,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.42,67.0,0.0,86.7,1601.0,85.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.689,73.0,0.0,86.7,1601.0,84.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.105,45.9,0.0,86.7,1601.0,80.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.383,90.6,0.0,86.7,1601.0,88.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.488,81.5,0.0,86.7,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.583,108.0,0.0,86.7,1601.0,89.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.684,75.5,0.0,86.7,1601.0,90.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.965,72.0,0.0,86.7,1601.0,86.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.231,115.8,0.0,86.7,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.071,74.7,0.0,85.4,1601.0,89.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.156,90.0,0.0,85.4,1601.0,89.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.259,65.8,0.0,85.4,1601.0,87.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.352,84.4,0.0,85.4,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.453,78.3,0.0,85.4,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.547,62.5,0.0,85.4,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.774,83.2,0.0,85.4,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.878,71.5,0.0,85.4,1601.0,87.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.967,90.3,0.0,85.4,1601.0,89.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.389,44.3,0.0,85.4,1601.0,84.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.498,107.5,0.0,85.4,1601.0,90.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.691,90.4,0.0,85.4,1601.0,91.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.116,88.9,0.0,88.5,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.218,87.1,0.0,88.5,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.327,81.3,0.0,88.5,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.452,84.1,0.0,88.5,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.525,84.8,0.0,88.5,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.632,60.2,0.0,88.5,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.824,109.2,0.0,88.5,1601.0,90.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.926,88.1,0.0,88.5,1601.0,88.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.029,86.9,0.0,88.5,1601.0,89.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.114,88.8,0.0,88.5,1601.0,89.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.216,69.3,0.0,88.5,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.313,77.4,0.0,88.5,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.599,45.9,0.0,88.5,1601.0,82.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.311,72.2,0.0,82.6,1601.0,80.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.543,104.5,0.0,82.6,1601.0,81.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.751,99.2,0.0,82.6,1601.0,89.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.86,93.0,0.0,82.6,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.965,81.5,0.0,82.6,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.076,103.0,0.0,82.6,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.176,86.7,0.0,82.6,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.27,81.8,0.0,82.6,1601.0,86.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.393,116.6,0.0,82.6,1601.0,91.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.811,55.0,0.0,82.6,1601.0,83.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.145,67.7,0.0,82.6,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.1280000000000001,83.6,0.0,86.5,1601.0,87.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.203,116.2,0.0,86.5,1601.0,90.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.309,86.7,0.0,86.5,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.423,51.9,0.0,86.5,1601.0,85.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.51,85.1,0.0,86.5,1601.0,87.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.614,81.2,0.0,86.5,1601.0,87.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.725,115.6,0.0,86.5,1601.0,90.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.931000000000001,92.6,0.0,86.5,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.202,129.9,0.0,86.5,1601.0,86.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.463,43.1,0.0,86.5,1601.0,84.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.562,92.2,0.0,86.5,1601.0,90.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.669,89.4,0.0,86.5,1601.0,89.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.205,110.7,0.0,91.4,1601.0,85.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.308,113.0,0.0,91.4,1601.0,90.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.445,82.7,0.0,91.4,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.521,90.1,0.0,91.4,1601.0,89.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.617,91.2,0.0,91.4,1601.0,88.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.714,89.5,0.0,91.4,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.833,85.7,0.0,91.4,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.927,84.8,0.0,91.4,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.033,82.4,0.0,91.4,1601.0,88.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.137,78.6,0.0,91.4,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.247,87.6,0.0,91.4,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.329,67.6,0.0,91.4,1601.0,86.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.445,75.9,0.0,91.4,1601.0,86.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.099,82.9,0.0,87.8,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.193,89.8,0.0,87.8,1601.0,89.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.504,132.6,0.0,87.8,1601.0,90.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.826,98.2,0.0,87.8,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.19,33.2,0.0,87.8,1601.0,76.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.442,186.0,0.0,87.8,1601.0,92.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.672,78.4,0.0,87.8,1601.0,89.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.77,91.3,0.0,87.8,1601.0,89.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.874,89.4,0.0,87.8,1601.0,88.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.083,91.5,0.0,87.8,1601.0,89.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.283,86.1,0.0,87.8,1601.0,89.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.091,65.7,0.0,88.0,1601.0,86.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.401,84.9,0.0,88.0,1601.0,85.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.4939999999999998,81.1,0.0,88.0,1601.0,86.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.61,70.6,0.0,88.0,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.712,91.1,0.0,88.0,1601.0,89.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.786,64.1,0.0,88.0,1601.0,85.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.89,74.2,0.0,88.0,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.975999999999999,66.9,0.0,88.0,1601.0,86.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.313,74.1,0.0,88.0,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.628,80.3,0.0,88.0,1601.0,85.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.73,72.9,0.0,88.0,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.822,98.9,0.0,88.0,1601.0,91.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.903,78.6,0.0,88.0,1601.0,89.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.109,83.8,0.0,86.5,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.191,84.9,0.0,86.5,1601.0,88.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.282,72.4,0.0,86.5,1601.0,86.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.383,72.4,0.0,86.5,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.479,74.2,0.0,86.5,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.576,79.0,0.0,86.5,1601.0,88.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.682,87.3,0.0,86.5,1601.0,89.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.778,88.9,0.0,86.5,1601.0,88.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.865,96.3,0.0,86.5,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.955,81.1,0.0,86.5,1601.0,86.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.075,78.1,0.0,86.5,1601.0,86.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.207,70.8,0.0,86.5,1601.0,85.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.338,73.2,0.0,91.4,1601.0,90.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.644,116.9,0.0,91.4,1601.0,90.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.916,91.8,0.0,91.4,1601.0,90.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.056,95.5,0.0,91.4,1601.0,90.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.144,64.6,0.0,91.4,1601.0,87.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.244,87.6,0.0,91.4,1601.0,87.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.34,80.0,0.0,91.4,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.439,67.7,0.0,91.4,1601.0,86.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.554,81.1,0.0,91.4,1601.0,86.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.895,91.9,0.0,91.4,1601.0,89.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.006,83.2,0.0,91.4,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.1,87.3,0.0,91.4,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.046,73.4,0.0,91.0,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.132,93.0,0.0,91.0,1601.0,89.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.239,108.6,0.0,91.0,1601.0,91.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.346,86.1,0.0,91.0,1601.0,88.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.458,86.8,0.0,91.0,1601.0,88.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.556,86.6,0.0,91.0,1601.0,88.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.647,86.8,0.0,91.0,1601.0,88.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.768,84.6,0.0,91.0,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.901,87.1,0.0,91.0,1601.0,87.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.996,76.9,0.0,91.0,1601.0,87.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.107,83.8,0.0,91.0,1601.0,87.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.33,84.0,0.0,91.0,1601.0,86.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.207,14.2,0.0,69.4,1601.0,61.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.201,14.1,0.0,69.4,1601.0,58.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.31,14.1,0.0,69.4,1601.0,57.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.406,10.0,0.0,69.4,1601.0,54.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.5440000000000005,10.1,0.0,69.4,1601.0,53.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.643,10.3,0.0,69.4,1601.0,53.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.752,10.5,0.0,69.4,1601.0,52.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.844,10.0,0.0,69.4,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.91,10.3,0.0,69.4,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.055,10.8,0.0,69.4,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.139,10.0,0.0,69.4,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.227,10.1,0.0,69.4,1601.0,52.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.354,9.7,0.0,69.4,1601.0,51.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.102,10.0,0.0,51.9,1601.0,51.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.24,10.5,0.0,51.9,1601.0,52.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.303,10.7,0.0,51.9,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.506,10.7,0.0,51.9,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.623,10.2,0.0,51.9,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.707,10.7,0.0,51.9,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.84,10.1,0.0,51.9,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.928,9.9,0.0,51.9,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.01,11.0,0.0,51.9,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.14,10.6,0.0,51.9,1601.0,52.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.219,10.4,0.0,51.9,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.315,11.0,0.0,51.9,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.397,10.4,0.0,51.9,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.087,11.6,0.0,52.7,1601.0,52.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.178,10.1,0.0,52.7,1601.0,52.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.285,11.0,0.0,52.7,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.381,11.9,0.0,52.7,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.498,10.8,0.0,52.7,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.6899999999999995,10.0,0.0,52.7,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.807,10.9,0.0,52.7,1601.0,52.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.883,14.8,0.0,52.7,1601.0,54.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.978,15.3,0.0,52.7,1601.0,55.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.059,14.5,0.0,52.7,1601.0,55.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.18,13.3,0.0,52.7,1601.0,54.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.272,11.0,0.0,52.7,1601.0,53.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.067,15.3,0.0,53.3,1601.0,55.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.164,15.4,0.0,53.3,1601.0,55.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.292,15.4,0.0,53.3,1601.0,56.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.384,14.9,0.0,53.3,1601.0,56.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.4879999999999995,14.9,0.0,53.3,1601.0,56.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.598,15.0,0.0,53.3,1601.0,56.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.702,15.5,0.0,53.3,1601.0,56.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.799,16.2,0.0,53.3,1601.0,57.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.897,14.1,0.0,53.3,1601.0,56.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.997,14.1,0.0,53.3,1601.0,56.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.085,14.1,0.0,53.3,1601.0,55.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.182,12.8,0.0,53.3,1601.0,54.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.312,9.7,0.0,53.3,1601.0,53.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.102,10.4,0.0,52.7,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.223,9.7,0.0,52.7,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.288,9.9,0.0,52.7,1601.0,52.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.379,9.6,0.0,52.7,1601.0,51.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.487,9.8,0.0,52.7,1601.0,51.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.584,10.3,0.0,52.7,1601.0,51.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.799,9.9,0.0,52.7,1601.0,52.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.903,9.8,0.0,52.7,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.99,11.0,0.0,52.7,1601.0,52.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.079,10.4,0.0,52.7,1601.0,52.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.211,10.0,0.0,52.7,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.332,9.7,0.0,52.7,1601.0,51.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.093,10.2,0.0,52.0,1601.0,51.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.18,10.1,0.0,52.0,1601.0,51.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.311,9.9,0.0,52.0,1601.0,52.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.412,10.1,0.0,52.0,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.519,11.0,0.0,52.0,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.601,11.4,0.0,52.0,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.804,10.8,0.0,52.0,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.907,10.5,0.0,52.0,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.002,9.7,0.0,52.0,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.091,10.3,0.0,52.0,1601.0,52.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.211,10.0,0.0,52.0,1601.0,51.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.293,9.7,0.0,52.0,1601.0,52.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.375,10.4,0.0,52.0,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.071,10.3,0.0,52.1,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.196,10.2,0.0,52.1,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.289,10.2,0.0,52.1,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.389,10.4,0.0,52.1,1601.0,52.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.51,11.1,0.0,52.1,1601.0,52.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.599,9.7,0.0,52.1,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.693,9.7,0.0,52.1,1601.0,52.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.768,10.8,0.0,52.1,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.895,10.5,0.0,52.1,1601.0,52.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,11.019,11.2,0.0,52.1,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.124,10.2,0.0,52.1,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.235,11.1,0.0,52.1,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,14.311,10.3,0.0,52.1,1601.0,52.7,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.093,11.1,0.0,52.8,1601.0,53.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.201,10.6,0.0,52.8,1601.0,53.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.304,9.9,0.0,52.8,1601.0,52.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.435,10.0,0.0,52.8,1601.0,52.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.522,10.7,0.0,52.8,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.623,10.1,0.0,52.8,1601.0,52.3,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.701,11.5,0.0,52.8,1601.0,52.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.801,11.0,0.0,52.8,1601.0,52.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,9.899000000000001,11.8,0.0,52.8,1601.0,52.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,10.993,12.0,0.0,52.8,1601.0,53.2,2060s_2100A.txt
2060s,2100A,Novec_2100A,12.079,11.3,0.0,52.8,1601.0,53.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,13.185,15.2,0.0,52.8,1601.0,55.6,2060s_2100A.txt
2060s,2100A,Novec_2100A,1.101,14.3,0.0,56.9,1601.0,56.0,2060s_2100A.txt
2060s,2100A,Novec_2100A,2.211,14.5,0.0,56.9,1601.0,55.9,2060s_2100A.txt
2060s,2100A,Novec_2100A,3.3,14.9,0.0,56.9,1601.0,56.1,2060s_2100A.txt
2060s,2100A,Novec_2100A,4.392,15.5,0.0,56.9,1601.0,56.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,5.479,15.4,0.0,56.9,1601.0,56.8,2060s_2100A.txt
2060s,2100A,Novec_2100A,6.589,16.3,0.0,56.9,1601.0,57.5,2060s_2100A.txt
2060s,2100A,Novec_2100A,7.678,14.1,0.0,56.9,1601.0,57.4,2060s_2100A.txt
2060s,2100A,Novec_2100A,8.773,14.1,0.0,56.9,1601.0,57.1,2060s_2100A.txt
